# Samples Generated by Stan
# stan_version_major=2
# stan_version_minor=6
# stan_version_patch=0
# init=user
# seed=42
# chain_id=1
# iter=300
# warmup=150
# save_warmup=1
# thin=1
# refresh=-1
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=sampfile1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,L_t.1,L_t.2,L_t.3,L_t.4,L_t.5,L_t.6,L_t.7,L_t.8,L_t.9,L_t.10,L_t.11,L_t.12,L_t.13,L_t.14,L_t.15,L_t.16,L_t.17,L_t.18,L_t.19,L_t.20,L_t.21,L_t.22,L_t.23,L_t.24,L_d.1,L_d.2,L_d.3,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,mu_psi,sigma_psi,mu_lt,sigma_lt,L.1.1,L.2.1,L.3.1,L.4.1,L.5.1,L.6.1,L.7.1,L.8.1,L.9.1,L.10.1,L.1.2,L.2.2,L.3.2,L.4.2,L.5.2,L.6.2,L.7.2,L.8.2,L.9.2,L.10.2,L.1.3,L.2.3,L.3.3,L.4.3,L.5.3,L.6.3,L.7.3,L.8.3,L.9.3,L.10.3,Q.1.1,Q.2.1,Q.3.1,Q.4.1,Q.5.1,Q.6.1,Q.7.1,Q.8.1,Q.9.1,Q.10.1,Q.1.2,Q.2.2,Q.3.2,Q.4.2,Q.5.2,Q.6.2,Q.7.2,Q.8.2,Q.9.2,Q.10.2,Q.1.3,Q.2.3,Q.3.3,Q.4.3,Q.5.3,Q.6.3,Q.7.3,Q.8.3,Q.9.3,Q.10.3,Q.1.4,Q.2.4,Q.3.4,Q.4.4,Q.5.4,Q.6.4,Q.7.4,Q.8.4,Q.9.4,Q.10.4,Q.1.5,Q.2.5,Q.3.5,Q.4.5,Q.5.5,Q.6.5,Q.7.5,Q.8.5,Q.9.5,Q.10.5,Q.1.6,Q.2.6,Q.3.6,Q.4.6,Q.5.6,Q.6.6,Q.7.6,Q.8.6,Q.9.6,Q.10.6,Q.1.7,Q.2.7,Q.3.7,Q.4.7,Q.5.7,Q.6.7,Q.7.7,Q.8.7,Q.9.7,Q.10.7,Q.1.8,Q.2.8,Q.3.8,Q.4.8,Q.5.8,Q.6.8,Q.7.8,Q.8.8,Q.9.8,Q.10.8,Q.1.9,Q.2.9,Q.3.9,Q.4.9,Q.5.9,Q.6.9,Q.7.9,Q.8.9,Q.9.9,Q.10.9,Q.1.10,Q.2.10,Q.3.10,Q.4.10,Q.5.10,Q.6.10,Q.7.10,Q.8.10,Q.9.10,Q.10.10
-530.765,0.934188,0.30142,4,15,0,0.0482375,0.18781,-0.0652214,0.700014,-0.133878,0.328293,-0.0194619,-0.162731,-0.159663,0.274433,0.40128,-0.0179657,0.540956,-0.0118389,-0.0505819,-0.294038,-0.240636,0.725869,0.115903,0.687231,0.69241,-0.00265801,0.754512,0.681715,1.01374,0.875818,0.793753,0.137485,0.214324,0.162501,0.216151,0.339878,0.158113,0.196388,1.01652,0.194064,0.324691,0.225427,0.154244,0.158684,0.20542,1.01374,0.0482375,0.18781,-0.0652214,0.700014,-0.133878,0.328293,-0.0194619,-0.162731,-0.159663,0,0.875818,0.274433,0.40128,-0.0179657,0.540956,-0.0118389,-0.0505819,-0.294038,-0.240636,0,0,0.793753,0.725869,0.115903,0.687231,0.69241,-0.00265801,0.754512,0.681715,1.16515,0.0489002,0.19039,-0.0661174,0.709631,-0.135717,0.332803,-0.0197293,-0.164967,-0.161857,0.0489002,0.983707,0.249413,0.348302,0.0180323,0.467321,0.00546731,-0.0452393,-0.265374,-0.218455,0.19039,0.249413,0.903131,0.674036,0.218537,0.668804,0.60801,-0.0196463,0.48764,0.445088,-0.0661174,0.348302,0.674036,0.908317,0.0312648,0.724646,0.476437,-0.0209575,0.440299,0.408686,0.709631,0.0180323,0.218537,0.0312648,0.843654,-0.0237835,0.310274,-0.013023,-0.0211817,-0.0284309,-0.135717,0.467321,0.668804,0.724646,-0.0237835,0.940957,0.42549,-0.0265837,0.381248,0.359697,0.332803,0.00546731,0.60801,0.476437,0.310274,0.42549,0.783737,-0.00763081,0.47249,0.422459,-0.0197293,-0.0452393,-0.0196463,-0.0209575,-0.013023,-0.0265837,-0.00763081,1.01947,0.0160346,0.0134672,-0.164967,-0.265374,0.48764,0.440299,-0.0211817,0.381248,0.47249,0.0160346,0.876293,0.611101,-0.161857,-0.218455,0.445088,0.408686,-0.0284309,0.359697,0.422459,0.0134672,0.611101,0.872824
-525.2,0.630363,0.425931,3,7,0,0.101495,0.114977,-0.126957,0.717597,-0.0677786,0.325771,0.118707,-0.081118,-0.0851763,0.221525,0.324624,-0.0555865,0.515163,0.000928271,0.0594507,-0.238955,-0.249189,0.70021,0.0917487,0.706557,0.75389,0.0126594,0.767524,0.675005,0.937692,0.933306,0.799969,0.178041,0.206893,0.180888,0.211548,0.403238,0.202583,0.158328,1.10452,0.247364,0.305224,0.211448,0.0317652,0.0198555,0.258575,0.937692,0.101495,0.114977,-0.126957,0.717597,-0.0677786,0.325771,0.118707,-0.081118,-0.0851763,0,0.933306,0.221525,0.324624,-0.0555865,0.515163,0.000928271,0.0594507,-0.238955,-0.249189,0,0,0.799969,0.70021,0.0917487,0.706557,0.75389,0.0126594,0.767524,0.675005,1.05731,0.0951712,0.107813,-0.119047,0.672885,-0.0635555,0.305473,0.111311,-0.0760637,-0.0798692,0.0951712,1.08826,0.21842,0.290088,0.0209534,0.473925,0.0339305,0.067534,-0.231251,-0.241215,0.107813,0.21842,0.883132,0.617462,0.14359,0.671552,0.640751,0.0369457,0.551734,0.474988,-0.119047,0.290088,0.617462,0.823341,-0.0449055,0.670577,0.486824,0.0130927,0.470156,0.402566,0.672885,0.0209534,0.14359,-0.0449055,0.929692,-0.0124481,0.302889,0.0830409,0.0254919,0.0146601,-0.0635555,0.473925,0.671552,0.670577,-0.0124481,0.971792,0.511064,0.0315256,0.424697,0.354329,0.305473,0.0339305,0.640751,0.486824,0.302889,0.511064,0.832806,0.0482704,0.551981,0.4809,0.111311,0.067534,0.0369457,0.0130927,0.0830409,0.0315256,0.0482704,1.12231,-0.0141189,-0.0163804,-0.0760637,-0.231251,0.551734,0.470156,0.0254919,0.424697,0.551981,-0.0141189,0.900136,0.584536,-0.0798692,-0.241215,0.474988,0.402566,0.0146601,0.354329,0.4809,-0.0163804,0.584536,0.830205
-526.464,0.929827,0.291287,3,7,0,0.0389265,0.089417,-0.0922783,0.688835,-0.11727,0.319074,0.162978,-0.13869,-0.124983,0.170431,0.359097,-0.0691969,0.467756,-0.0185919,0.0294838,-0.237526,-0.304052,0.674575,0.0428315,0.689242,0.75048,-0.0348753,0.768645,0.695749,0.998566,0.883736,0.819906,0.188147,0.205407,0.189421,0.227536,0.407378,0.186769,0.205496,1.17564,0.253156,0.311765,0.221114,0.0703942,0.170722,0.201891,0.998566,0.0389265,0.089417,-0.0922783,0.688835,-0.11727,0.319074,0.162978,-0.13869,-0.124983,0,0.883736,0.170431,0.359097,-0.0691969,0.467756,-0.0185919,0.0294838,-0.237526,-0.304052,0,0,0.819906,0.674575,0.0428315,0.689242,0.75048,-0.0348753,0.768645,0.695749,1.18528,0.0388706,0.0892888,-0.092146,0.687847,-0.117102,0.318617,0.162744,-0.138491,-0.124804,0.0388706,0.987912,0.154096,0.313755,-0.0343379,0.408808,-0.00400994,0.0324,-0.215309,-0.273566,0.0892888,0.154096,0.898709,0.606039,0.0849181,0.634348,0.640685,-0.00899655,0.577334,0.507454,-0.092146,0.313755,0.606039,0.820054,-0.0595198,0.643737,0.470135,-0.0279778,0.446013,0.371684,0.687847,-0.0343379,0.0849181,-0.0595198,0.888494,-0.0836255,0.25322,0.108731,-0.0461759,-0.035253,-0.117102,0.408808,0.634348,0.643737,-0.0836255,0.894371,0.471148,-0.0293587,0.434943,0.351974,0.318617,-0.00400994,0.640685,0.470135,0.25322,0.471148,0.870869,0.0252807,0.537016,0.48792,0.162744,0.0324,-0.00899655,-0.0279778,0.108731,-0.0293587,0.0252807,1.20428,-0.0564133,-0.0535985,-0.138491,-0.215309,0.577334,0.446013,-0.0461759,0.434943,0.537016,-0.0564133,0.919625,0.624338,-0.124804,-0.273566,0.507454,0.371684,-0.035253,0.351974,0.48792,-0.0535985,0.624338,0.9039
# Adaptation terminated
# Step size = 0.323293
# Diagonal elements of inverse mass matrix:
# 0.00213703, 0.00172459, 0.00331981, 0.00152658, 0.00280973, 0.000921395, 0.00261997, 0.00226961, 0.00227763, 0.00210497, 0.00366726, 0.0015845, 0.00289886, 0.00209518, 0.0049349, 0.00119651, 0.00291058, 0.00156207, 0.000718073, 0.0013835, 0.00136455, 0.0023774, 0.00195588, 0.00106131, 0.00267166, 0.00158423, 0.00303752, 0.0933422, 0.0406634, 0.017177, 0.00643831, 0.0155214, 0.02141, 0.0134602, 0.00548401, 0.0145214, 0.0125632, 0.0143735, 0.357582, 0.019824, 0.156688

-532.389,0.918684,0.323293,3,7,0,-0.0193194,0.138214,-0.180404,0.703113,-0.141284,0.325238,0.123363,-0.182451,-0.175182,0.186084,0.329694,-0.117705,0.548039,-0.0545357,0.0338148,-0.244248,-0.313626,0.668483,0.0518481,0.638456,0.673952,-0.092766,0.741232,0.688092,1.01889,0.885731,0.779085,0.145472,0.18129,0.173868,0.228445,0.399973,0.166533,0.204136,1.19805,0.205541,0.315711,0.189584,0.0554268,0.0118856,0.200616,1.01889,-0.0193194,0.138214,-0.180404,0.703113,-0.141284,0.325238,0.123363,-0.182451,-0.175182,0,0.885731,0.186084,0.329694,-0.117705,0.548039,-0.0545357,0.0338148,-0.244248,-0.313626,0,0,0.779085,0.668483,0.0518481,0.638456,0.673952,-0.092766,0.741232,0.688092,1.1836,-0.0196843,0.140825,-0.183811,0.716392,-0.143952,0.33138,0.125693,-0.185897,-0.17849,-0.0196843,0.966184,0.16215,0.295506,-0.117839,0.488145,-0.0545874,0.0275675,-0.212814,-0.274404,0.140825,0.16215,0.834571,0.557222,0.115671,0.579865,0.55987,-0.0489296,0.506814,0.453509,-0.183811,0.295506,0.557222,0.816558,-0.130991,0.63297,0.373871,-0.0731192,0.447889,0.388181,0.716392,-0.117839,0.115671,-0.130991,0.910883,-0.130743,0.270041,0.0779485,-0.0611027,-0.0505808,-0.143952,0.488145,0.579865,0.63297,-0.130743,0.894467,0.35445,-0.0581244,0.365164,0.292188,0.33138,-0.0545874,0.55987,0.373871,0.270041,0.35445,0.7671,-0.0242414,0.453535,0.423869,0.125693,0.0275675,-0.0489296,-0.0731192,0.0779485,-0.0581244,-0.0242414,1.22301,-0.099528,-0.0960478,-0.185897,-0.212814,0.506814,0.447889,-0.0611027,0.365164,0.453535,-0.099528,0.847911,0.618601,-0.17849,-0.274404,0.453509,0.388181,-0.0505808,0.292188,0.423869,-0.0960478,0.618601,0.918232
-535.147,0.733199,0.323293,4,15,0,-0.0496215,0.108356,-0.105254,0.811871,-0.173321,0.355075,0.0411141,-0.0208768,-0.0156947,0.236952,0.335102,0.0138968,0.428356,0.00487917,0.098196,-0.311599,-0.235495,0.67221,0.0247794,0.680051,0.704926,-0.00586483,0.735949,0.669425,1.02017,0.938801,0.743266,0.162288,0.160451,0.193168,0.256313,0.377404,0.223734,0.195249,1.04996,0.241045,0.258501,0.221117,0.0164202,0.136362,0.200343,1.02017,-0.0496215,0.108356,-0.105254,0.811871,-0.173321,0.355075,0.0411141,-0.0208768,-0.0156947,0,0.938801,0.236952,0.335102,0.0138968,0.428356,0.00487917,0.098196,-0.311599,-0.235495,0,0,0.743266,0.67221,0.0247794,0.680051,0.704926,-0.00586483,0.735949,0.669425,1.20303,-0.0506222,0.110541,-0.107376,0.828244,-0.176816,0.362235,0.0419433,-0.0212978,-0.0160112,-0.0506222,1.04426,0.217074,0.319817,-0.0272399,0.410742,-0.0130388,0.0901464,-0.291493,-0.220305,0.110541,0.217074,0.8135,0.567629,0.109682,0.588179,0.563578,0.0233636,0.470909,0.440059,-0.107376,0.319817,0.567629,0.831551,-0.0641386,0.618923,0.43812,0.0246359,0.392492,0.372731,0.828244,-0.0272399,0.109682,-0.0641386,1.03735,-0.11791,0.30581,0.0345986,-0.00304313,0.000573297,-0.176816,0.410742,0.588179,0.618923,-0.11791,0.899734,0.419934,0.0309486,0.370626,0.357088,0.362235,-0.0130388,0.563578,0.43812,0.30581,0.419934,0.818272,0.0109434,0.509856,0.465174,0.0419433,0.0901464,0.0233636,0.0246359,0.0345986,0.0309486,0.0109434,1.06133,-0.0357723,-0.027696,-0.0212978,-0.291493,0.470909,0.392492,-0.00304313,0.370626,0.509856,-0.0357723,0.880195,0.56637,-0.0160112,-0.220305,0.440059,0.372731,0.000573297,0.357088,0.465174,-0.027696,0.56637,0.762336
-537.248,0.645641,0.323293,4,15,0,0.0949509,0.11094,-0.0713301,0.731847,-0.107381,0.373703,-0.0439715,-0.115714,-0.190118,0.24436,0.379684,-0.0894269,0.529629,0.07811,-0.145916,-0.295855,-0.294823,0.76495,0.0187772,0.704538,0.761796,0.0160591,0.740208,0.770119,0.894605,0.905787,0.865561,0.216336,0.19969,0.135484,0.203876,0.304084,0.149767,0.182289,1.23183,0.249724,0.345003,0.171253,0.215084,0.0764652,0.214462,0.894605,0.0949509,0.11094,-0.0713301,0.731847,-0.107381,0.373703,-0.0439715,-0.115714,-0.190118,0,0.905787,0.24436,0.379684,-0.0894269,0.529629,0.07811,-0.145916,-0.295855,-0.294823,0,0,0.865561,0.76495,0.0187772,0.704538,0.761796,0.0160591,0.740208,0.770119,1.01665,0.0849436,0.0992474,-0.0638123,0.654714,-0.0960633,0.334317,-0.0393372,-0.103519,-0.170081,0.0849436,1.02916,0.231872,0.33714,-0.0115122,0.469535,0.106234,-0.136344,-0.278968,-0.285099,0.0992474,0.231872,0.9567,0.746977,0.0755915,0.727328,0.719927,-0.0266342,0.555563,0.57345,-0.0638123,0.33714,0.746977,0.938272,-0.071793,0.747687,0.585737,-0.0399811,0.462145,0.490724,0.654714,-0.0115122,0.0755915,-0.071793,0.848034,-0.11272,0.280813,-0.0188301,-0.0443287,-0.0983116,-0.0960633,0.469535,0.727328,0.747687,-0.11272,0.938177,0.537955,-0.0612455,0.377237,0.406846,0.334317,0.106234,0.719927,0.585737,0.280813,0.537955,0.908378,-0.0155961,0.497536,0.492597,-0.0393372,-0.136344,-0.0266342,-0.0399811,-0.0188301,-0.0612455,-0.0155961,1.25531,0.0601452,0.0637466,-0.103519,-0.278968,0.555563,0.462145,-0.0443287,0.377237,0.497536,0.0601452,0.898552,0.679272,-0.170081,-0.285099,0.57345,0.490724,-0.0983116,0.406846,0.492597,0.0637466,0.679272,1.06115
-535.431,0.77412,0.323293,4,15,0,0.0395277,0.175489,-0.163144,0.872758,-0.135082,0.372522,-0.0633269,-0.163604,-0.12918,0.28056,0.362592,-0.0803898,0.591717,-0.0500883,0.023683,-0.217501,-0.210742,0.741913,0.0204487,0.754539,0.741773,-0.0111277,0.853146,0.760397,0.909715,0.940482,0.84424,0.337969,0.18958,0.149794,0.216359,0.275952,0.170821,0.177082,1.21289,0.21738,0.306654,0.15808,0.0650042,-0.00839269,0.320486,0.909715,0.0395277,0.175489,-0.163144,0.872758,-0.135082,0.372522,-0.0633269,-0.163604,-0.12918,0,0.940482,0.28056,0.362592,-0.0803898,0.591717,-0.0500883,0.023683,-0.217501,-0.210742,0,0,0.84424,0.741913,0.0204487,0.754539,0.741773,-0.0111277,0.853146,0.760397,1.16555,0.035959,0.159645,-0.148414,0.793961,-0.122886,0.338889,-0.0576094,-0.148833,-0.117517,0.035959,1.07565,0.270798,0.334563,-0.0411071,0.55116,-0.0323823,0.0197703,-0.211022,-0.203305,0.159645,0.270798,0.972046,0.699452,0.147869,0.779319,0.677555,-0.0138631,0.630527,0.560163,-0.148414,0.334563,0.699452,0.924883,-0.156362,0.796392,0.471395,0.0106629,0.580787,0.50881,0.793961,-0.0411071,0.147869,-0.156362,1.04454,-0.150032,0.344316,-0.0574004,-0.107856,-0.0802524,-0.122886,0.55116,0.779319,0.796392,-0.150032,1.10853,0.479737,0.0141717,0.537133,0.4665,0.338889,-0.0323823,0.677555,0.471395,0.344316,0.479737,0.86859,-0.0330311,0.582789,0.526475,-0.0576094,0.0197703,-0.0138631,0.0106629,-0.0574004,0.0141717,-0.0330311,1.21758,-0.00428413,-0.00527191,-0.148833,-0.211022,0.630527,0.580787,-0.107856,0.537133,0.582789,-0.00428413,1.01931,0.7157,-0.117517,-0.203305,0.560163,0.50881,-0.0802524,0.4665,0.526475,-0.00527191,0.7157,0.945958
-526.265,0.995558,0.323293,4,15,0,0.0581002,0.130631,-0.0849959,0.80843,-0.0778455,0.400115,-0.0544082,-0.0714036,-0.127142,0.313456,0.460979,-0.0523071,0.559207,0.060221,-0.0226498,-0.252261,-0.21923,0.737564,0.0158004,0.733569,0.754034,0.112765,0.882938,0.779233,1.01324,0.924466,0.864088,0.172919,0.188135,0.12581,0.226589,0.276929,0.181576,0.212169,1.21953,0.196169,0.326753,0.202477,0.035746,0.120985,0.215878,1.01324,0.0581002,0.130631,-0.0849959,0.80843,-0.0778455,0.400115,-0.0544082,-0.0714036,-0.127142,0,0.924466,0.313456,0.460979,-0.0523071,0.559207,0.060221,-0.0226498,-0.252261,-0.21923,0,0,0.864088,0.737564,0.0158004,0.733569,0.754034,0.112765,0.882938,0.779233,1.19958,0.0588696,0.132361,-0.0861215,0.819135,-0.0788764,0.405414,-0.0551287,-0.0723492,-0.128825,0.0588696,1.04615,0.297369,0.421221,-0.00138616,0.512445,0.0789191,-0.0241001,-0.237356,-0.210057,0.132361,0.297369,0.987778,0.770714,0.102863,0.798986,0.722696,0.0832319,0.674536,0.587998,-0.0861215,0.421221,0.770714,0.990316,-0.0811719,0.805453,0.549901,0.0773549,0.541005,0.48448,0.819135,-0.00138616,0.102863,-0.0811719,0.933473,-0.0805924,0.332229,-0.0410187,-0.030579,-0.0790055,-0.0788764,0.512445,0.798986,0.805453,-0.0805924,1.03847,0.555665,0.0742905,0.512188,0.458924,0.405414,0.0789191,0.722696,0.549901,0.332229,0.555665,0.944455,0.0618951,0.622004,0.523494,-0.0551287,-0.0241001,0.0832319,0.0773549,-0.0410187,0.0742905,0.0618951,1.23572,0.109163,0.0997533,-0.0723492,-0.237356,0.674536,0.541005,-0.030579,0.512188,0.622004,0.109163,1.04448,0.752396,-0.128825,-0.210057,0.587998,0.48448,-0.0790055,0.458924,0.523494,0.0997533,0.752396,0.998183
-522.646,0.993219,0.323293,4,15,0,0.0267392,0.234083,-0.0829613,0.761627,-0.116125,0.402586,-0.0697041,-0.0787393,-0.0795648,0.328495,0.398347,-0.0955209,0.651263,0.0830568,-0.0508454,-0.214574,-0.193514,0.773158,0.0766932,0.742998,0.779458,0.0930076,0.815239,0.772518,0.932398,0.933479,0.860579,0.282579,0.183217,0.161801,0.227678,0.304627,0.156306,0.188077,1.1939,0.253155,0.321005,0.215683,0.0688704,-0.00749374,0.259132,0.932398,0.0267392,0.234083,-0.0829613,0.761627,-0.116125,0.402586,-0.0697041,-0.0787393,-0.0795648,0,0.933479,0.328495,0.398347,-0.0955209,0.651263,0.0830568,-0.0508454,-0.214574,-0.193514,0,0,0.860579,0.773158,0.0766932,0.742998,0.779458,0.0930076,0.815239,0.772518,1.15195,0.0249316,0.218259,-0.077353,0.710139,-0.108275,0.375371,-0.0649919,-0.0734163,-0.0741861,0.0249316,1.05532,0.312903,0.36963,-0.0688014,0.604835,0.0882966,-0.049327,-0.202406,-0.182769,0.218259,0.312903,1.0651,0.776799,0.212906,0.826163,0.792308,0.0470214,0.61266,0.58262,-0.077353,0.36963,0.776799,0.991014,-0.04194,0.843518,0.602331,0.0574382,0.551366,0.526793,0.710139,-0.0688014,0.212906,-0.04194,0.899708,-0.0936701,0.358466,-0.0410986,0.0230497,0.0171328,-0.108275,0.604835,0.826163,0.843518,-0.0936701,1.14598,0.586478,0.0440852,0.475121,0.457191,0.375371,0.0882966,0.792308,0.602331,0.358466,0.586478,0.964606,0.0402106,0.585924,0.554041,-0.0649919,-0.049327,0.0470214,0.0574382,-0.0410986,0.0440852,0.0402106,1.21,0.092222,0.0872353,-0.0734163,-0.202406,0.61266,0.551366,0.0230497,0.475121,0.585924,0.092222,0.970012,0.677575,-0.0741861,-0.182769,0.58262,0.526793,0.0171328,0.457191,0.554041,0.0872353,0.677575,0.961567
-524.677,0.826591,0.323293,3,7,0,0.10075,0.238775,-0.0213079,0.741195,-0.018729,0.396531,0.116817,-0.0653985,-0.0852743,0.269677,0.432226,-0.00343699,0.552233,0.0165249,0.0228356,-0.1788,-0.176612,0.744985,-0.00223074,0.739712,0.785291,0.0535042,0.829999,0.695037,0.982342,0.944015,0.826946,0.17638,0.1812,0.145729,0.239742,0.330062,0.233732,0.189997,1.15413,0.25514,0.341145,0.239153,0.104353,0.00508291,0.213556,0.982342,0.10075,0.238775,-0.0213079,0.741195,-0.018729,0.396531,0.116817,-0.0653985,-0.0852743,0,0.944015,0.269677,0.432226,-0.00343699,0.552233,0.0165249,0.0228356,-0.1788,-0.176612,0,0,0.826946,0.744985,-0.00223074,0.739712,0.785291,0.0535042,0.829999,0.695037,1.14138,0.0989707,0.234558,-0.0209316,0.728108,-0.0183982,0.389529,0.114754,-0.0642437,-0.0837685,0.0989707,1.08252,0.278636,0.405881,0.0714307,0.519429,0.0555502,0.0333264,-0.175379,-0.175315,0.234558,0.278636,0.959308,0.727536,0.174207,0.756155,0.748531,0.0782961,0.62253,0.506768,-0.0209316,0.405881,0.727536,0.982018,-0.0189407,0.790163,0.583724,0.0472408,0.542448,0.443273,0.728108,0.0714307,0.174207,-0.0189407,0.879449,-0.0174299,0.292098,0.086386,-0.0497101,-0.0641483,-0.0183982,0.519429,0.756155,0.790163,-0.0174299,1.08622,0.582588,0.0500004,0.516446,0.418193,0.389529,0.0555502,0.748531,0.583724,0.292098,0.582588,0.964189,0.0887151,0.622904,0.509074,0.114754,0.0333264,0.0782961,0.0472408,0.086386,0.0500004,0.0887151,1.17116,0.0326858,0.0231929,-0.0642437,-0.175379,0.62253,0.542448,-0.0497101,0.516446,0.622904,0.0326858,0.980284,0.614034,-0.0837685,-0.175315,0.506768,0.443273,-0.0641483,0.418193,0.509074,0.0231929,0.614034,0.862685
-527.905,0.970742,0.323293,4,15,0,0.0759672,0.203292,-0.0655094,0.754754,-0.0760974,0.384966,-0.0111587,0.0201256,-0.0632725,0.326223,0.4433,-0.0294501,0.599344,0.0432418,0.023232,-0.126188,-0.180269,0.724295,0.00885764,0.728,0.796108,0.125492,0.815329,0.677332,0.949,0.919691,0.904172,0.201709,0.170279,0.136429,0.248202,0.349325,0.210678,0.170359,1.14455,0.298798,0.321978,0.221114,0.0411452,0.166162,0.221893,0.949,0.0759672,0.203292,-0.0655094,0.754754,-0.0760974,0.384966,-0.0111587,0.0201256,-0.0632725,0,0.919691,0.326223,0.4433,-0.0294501,0.599344,0.0432418,0.023232,-0.126188,-0.180269,0,0,0.904172,0.724295,0.00885764,0.728,0.796108,0.125492,0.815329,0.677332,1.10231,0.0720929,0.192924,-0.0621684,0.716262,-0.0722164,0.365332,-0.0105896,0.0190992,-0.0600455,0.0720929,1.02188,0.315468,0.402723,0.0302517,0.54543,0.0690139,0.0205186,-0.114525,-0.170599,0.192924,0.315468,1.1017,0.786184,0.151837,0.838287,0.812185,0.118777,0.700124,0.540754,-0.0621684,0.402723,0.786184,0.973611,-0.0560832,0.797961,0.570567,0.101923,0.533281,0.414819,0.716262,0.0302517,0.151837,-0.0560832,0.919925,-0.0686372,0.296333,-0.00799467,0.026128,-0.0364467,-0.0722164,0.54543,0.838287,0.797961,-0.0686372,1.10567,0.576189,0.106131,0.516398,0.389869,0.365332,0.0690139,0.812185,0.570567,0.296333,0.576189,0.954216,0.0966142,0.651381,0.507077,-0.0105896,0.0205186,0.118777,0.101923,-0.00799467,0.106131,0.0966142,1.16097,0.0991612,0.0815179,0.0190992,-0.114525,0.700124,0.533281,0.026128,0.516398,0.651381,0.0991612,0.979888,0.573723,-0.0600455,-0.170599,0.540754,0.414819,-0.0364467,0.389869,0.507077,0.0815179,0.573723,0.817257
-527.615,0.947085,0.323293,4,15,0,-0.028948,0.152096,-0.0716141,0.650245,-0.0846628,0.38285,0.059216,-0.094678,-0.0747498,0.291476,0.379793,-0.056126,0.541265,0.0868827,0.0799139,-0.221716,-0.195099,0.73294,0.0309777,0.722793,0.721911,0.152824,0.761365,0.801805,0.85922,0.886576,0.783377,0.249015,0.184272,0.151652,0.236214,0.298276,0.148339,0.199176,1.21065,0.233344,0.315858,0.235576,0.0842705,0.120686,0.328253,0.85922,-0.028948,0.152096,-0.0716141,0.650245,-0.0846628,0.38285,0.059216,-0.094678,-0.0747498,0,0.886576,0.291476,0.379793,-0.056126,0.541265,0.0868827,0.0799139,-0.221716,-0.195099,0,0,0.783377,0.73294,0.0309777,0.722793,0.721911,0.152824,0.761365,0.801805,0.987274,-0.0248727,0.130684,-0.0615322,0.558703,-0.072744,0.328952,0.0508796,-0.0813492,-0.0642265,-0.0248727,0.971127,0.254013,0.338788,-0.0685833,0.482324,0.0659454,0.0691355,-0.193828,-0.170807,0.130684,0.254013,0.873424,0.673976,0.106808,0.711108,0.649083,0.152019,0.517411,0.55988,-0.0615322,0.338788,0.673976,0.922786,-0.0451781,0.741395,0.534697,0.138121,0.480608,0.518931,0.558703,-0.0685833,0.106808,-0.0451781,0.725204,-0.0630401,0.266433,0.0387538,-0.0255344,-0.0128174,-0.072744,0.482324,0.711108,0.741395,-0.0630401,0.970904,0.536405,0.148701,0.438317,0.480267,0.328952,0.0659454,0.649083,0.534697,0.266433,0.536405,0.874454,0.139939,0.494127,0.533263,0.0508796,0.0691355,0.152019,0.138121,0.0387538,0.148701,0.139939,1.2439,0.0930303,0.102518,-0.0813492,-0.193828,0.517411,0.480608,-0.0255344,0.438317,0.494127,0.0930303,0.871142,0.6608,-0.0642265,-0.170807,0.55988,0.518931,-0.0128174,0.480267,0.533263,0.102518,0.6608,1.0024
